season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier,batting_impact,bowling_impact,consistency_score,overall_performance_score,performance_category,career_matches,career_innings,career_runs,career_wickets,career_fifties,career_hundreds,career_catches,seasons_played
2013,16,6,21,7.0,110.52,0,2,0,0,13,0,22,15.9,5.46,17.45,5/19,13,0,5,19,692,0,1.3609196223981912,9.118098919437955,5.985708110230998,5.2142,Average,202,126,1820,207,7,1,15,15
2014,16,5,10,5.0,71.42,0,0,0,0,6,0,21,19.38,6.35,18.28,5/19,6,0,5,19,692,0,0.4306533395979403,8.066673729119907,5.985708110230998,4.041,Average,202,126,1820,207,7,1,15,15
2015,8,1,0,0.0,0.0,0,0,0,0,0*,0,7,33.42,7.31,27.42,5/19,0,1,5,19,692,0,0.0,3.7687368668855696,5.985708110230998,2.4168,Poor,202,126,1820,207,7,1,15,15
2016,11,4,7,7.0,53.84,0,0,0,0,4,0,11,27.63,7.09,23.36,5/19,4,0,5,19,692,0,0.33021550565877866,5.2664918517570865,5.985708110230998,3.0459,Below Average,202,126,1820,207,7,1,15,15
2017,16,14,224,17.23,172.3,34,10,1,0,54,0,10,41.2,6.98,35.4,5/19,54,0,5,19,692,0,5.940603894501837,4.178442393600879,5.985708110230998,6.6921,Good,202,126,1820,207,7,1,15,15
2018,16,16,357,22.31,189.89,40,23,2,0,75,0,17,27.47,7.65,21.52,5/19,75,0,5,19,692,0,7.08771257311234,6.152236927862186,5.985708110230998,8.4333,Very Good,202,126,1820,207,7,1,15,15
2019,12,9,143,17.87,166.27,17,9,0,0,47,0,10,34.7,7.82,26.6,5/19,47,0,5,19,692,0,5.320585720832716,4.30494726594952,5.985708110230998,6.1723,Good,202,126,1820,207,7,1,15,15
2020,10,9,121,13.44,142.35,10,8,1,0,64,0,5,60.4,7.94,45.6,5/19,64,0,5,19,692,0,4.490957727705498,1.9908323857682142,5.985708110230998,4.5511,Average,202,126,1820,207,7,1,15,15
2021,14,10,62,7.75,131.91,3,5,0,0,26,0,16,22.56,6.44,21.0,5/19,26,0,5,19,692,0,2.810992764068987,6.929463304042085,5.985708110230998,5.4188,Average,202,126,1820,207,7,1,15,15
2022,14,10,71,8.88,177.5,6,6,0,0,22,2,9,34.66,5.57,37.33,21/2,22,0,21,2,692,0,3.5268851918674526,4.83271417292435,5.985708110230998,5.0517,Average,202,126,1820,207,7,1,15,15
2023,14,10,21,3.0,84.0,2,1,0,0,7*,1,11,34.81,7.97,26.18,33/3,7,1,33,3,692,0,0.5990427095847314,4.466551840879785,5.985708110230998,3.1746,Below Average,202,126,1820,207,7,1,15,15
2024,15,14,488,34.86,180.74,50,33,3,1,109,7,17,21.64,6.69,19.41,22/2,109,0,22,2,692,0,8.083646489328519,7.093883997193102,5.985708110230998,9.5067,Excellent,202,126,1820,207,7,1,15,15
2025,12,12,246,22.36,170.83,25,19,0,0,44,3,12,29.25,7.8,22.5,13/3,44,0,13,3,692,0,6.422099186463158,5.1125174234761825,5.985708110230998,7.7401,Very Good,202,126,1820,207,7,1,15,15
2026,13,4,40,13.33,125.0,2,4,0,0,24,2,15,22.6,6.64,20.4,26/2,24,0,26,2,692,0,2.872428925825038,6.6828884951571155,5.985708110230998,5.3844,Average,202,126,1820,207,7,1,15,15
2011,6,5,43,10.75,138.7,6,1,0,0,20,0,0,0.0,0.0,0.0,,20,0,0,0,693,0,2.8249785898484685,0.0,7.151699256297347,3.2961,Below Average,6,5,43,0,0,0,0,1
2008,2,2,4,2.0,50.0,0,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,694,0,0.0553153012051216,0.0,4.327515961805279,0.7332,Poor,21,20,368,0,2,0,0,3
2009,8,8,115,14.37,123.65,9,8,0,0,43,0,0,0.0,0.0,0.0,,43,0,0,0,694,0,4.322706715044063,0.0,4.327515961805279,3.1739,Below Average,21,20,368,0,2,0,0,3
2011,11,10,249,24.9,130.36,25,10,2,0,62,0,0,0.0,0.0,0.0,,62,0,0,0,694,0,6.212036197896337,0.0,4.327515961805279,4.2199,Average,21,20,368,0,2,0,0,3
2011,8,1,2,2.0,50.0,0,0,0,0,2,0,6,37.16,7.68,29.0,2/24,2,0,2,24,695,0,0.02792882141790685,3.155858901463888,7.240676269710922,2.8663,Below Average,8,1,2,6,0,0,0,1
2008,16,14,421,38.27,142.22,35,18,3,0,55*,0,1,30.0,9.0,20.0,2/0,55,1,2,0,696,0,7.6705054992990815,0.8782669148941065,7.945636119972612,7.7317,Very Good,205,200,5528,25,39,1,0,13
2009,14,14,434,31.0,140.9,37,21,2,0,98,0,7,23.42,5.92,23.71,2/0,98,0,2,0,696,0,7.40439119240982,5.016993487528305,7.945636119972612,9.1952,Excellent,205,200,5528,25,39,1,0,13
2010,16,16,520,47.27,142.85,45,22,4,0,83*,0,6,29.66,7.46,23.83,2/0,83,1,2,0,696,0,8.270352143470483,3.6556871413546017,7.945636119972612,9.318,Excellent,205,200,5528,25,39,1,0,13
2011,16,16,438,31.28,134.76,36,17,4,0,73*,0,4,50.25,7.3,41.25,2/0,73,1,2,0,696,0,7.367371227800467,2.0553789186641334,7.945636119972612,8.1259,Very Good,205,200,5528,25,39,1,0,13
2012,19,18,441,25.94,135.69,36,19,1,0,73,0,2,52.5,7.5,42.0,2/0,73,0,2,0,696,0,7.124127572999935,1.144915754540229,7.945636119972612,7.6575,Very Good,205,200,5528,25,39,1,0,13
2013,18,17,548,42.15,150.13,50,18,4,1,100*,0,1,23.0,11.5,12.0,2/0,100,1,2,0,696,0,8.252789584198014,0.8938883890938686,7.945636119972612,8.2017,Very Good,205,200,5528,25,39,1,0,13
2014,16,16,523,40.23,146.08,51,19,5,0,87,0,1,134.0,7.44,108.0,2/0,87,0,2,0,696,0,8.08313181187302,0.26644320847602526,7.945636119972612,7.9736,Very Good,205,200,5528,25,39,1,0,13
2015,17,17,374,24.93,123.02,31,16,2,0,62,0,2,46.5,7.75,36.0,2/0,62,0,2,0,696,0,6.700638285308496,1.2305425397852192,7.945636119972612,7.1297,Very Good,205,200,5528,25,39,1,0,13
2016,15,15,399,28.5,127.88,39,10,3,0,75,0,0,0.0,0.0,0.0,,75,0,0,0,696,0,7.032715667374041,0.0,7.945636119972612,6.8345,Good,205,200,5528,25,39,1,0,13
2017,14,14,442,40.18,143.97,42,13,3,0,84,0,1,102.0,8.5,72.0,2/0,84,0,2,0,696,0,7.824458491866166,0.30427470874061996,7.945636119972612,7.758,Very Good,205,200,5528,25,39,1,0,13
2018,15,15,445,37.08,132.44,46,12,4,0,75*,0,0,0.0,0.0,0.0,,75,1,0,0,696,0,7.60396236324253,0.0,7.945636119972612,7.3678,Very Good,205,200,5528,25,39,1,0,13
2019,17,17,383,23.93,121.97,45,9,3,0,59,0,0,0.0,0.0,0.0,,59,0,0,0,696,0,6.664665125982179,0.0,7.945636119972612,6.6044,Good,205,200,5528,25,39,1,0,13
2021,12,11,160,17.77,125.0,13,9,1,0,54,0,0,0.0,0.0,0.0,,54,0,0,0,696,0,5.075047890171334,0.0,7.945636119972612,5.3332,Average,205,200,5528,25,39,1,0,13
2025,16,16,717,65.18,167.91,69,38,5,0,73*,6,0,0.0,0.0,0.0,,73,1,0,0,697,0,9.402287553507861,0.0,4.887755798033616,7.0871,Very Good,29,29,987,0,7,0,9,2
2026,13,13,270,20.77,147.54,28,10,2,0,60,3,0,0.0,0.0,0.0,,60,0,0,0,697,0,6.244654350704552,0.0,4.887755798033616,4.6205,Average,29,29,987,0,7,0,9,2
2014,16,10,164,32.8,140.17,16,5,0,0,34,0,0,0.0,0.0,0.0,,34,0,0,0,698,0,6.115298473039323,0.0,7.051307924177594,5.5534,Good,149,134,3594,0,24,2,13,11
2015,13,13,157,17.44,138.93,12,8,0,0,46*,0,0,0.0,0.0,0.0,,46,1,0,0,698,0,5.168389615627909,0.0,7.051307924177594,4.8905,Average,149,134,3594,0,24,2,13,11
2016,15,11,182,26.0,127.27,18,5,1,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,698,0,5.802982885493858,0.0,7.051307924177594,5.3065,Average,149,134,3594,0,24,2,13,11
2017,10,7,105,17.5,119.31,8,3,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,698,0,4.417457234810711,0.0,7.051307924177594,4.3872,Average,149,134,3594,0,24,2,13,11
2018,14,14,512,36.57,133.33,61,16,4,0,72,0,0,0.0,0.0,0.0,,72,0,0,0,698,0,7.790878078944333,0.0,7.051307924177594,7.1213,Very Good,149,134,3594,0,24,2,13,11
2019,16,15,424,32.61,130.86,45,10,2,0,71*,0,0,0.0,0.0,0.0,,71,1,0,0,698,0,7.33901911020433,0.0,7.051307924177594,6.6089,Good,149,134,3594,0,24,2,13,11
2020,16,15,480,40.0,145.01,61,11,4,0,79*,0,0,0.0,0.0,0.0,,79,1,0,0,698,0,7.944149919041865,0.0,7.051307924177594,6.8892,Good,149,134,3594,0,24,2,13,11
2021,14,14,317,22.64,143.43,40,10,2,0,82,0,0,0.0,0.0,0.0,,82,0,0,0,698,0,6.549419150700756,0.0,7.051307924177594,5.8954,Good,149,134,3594,0,24,2,13,11
2022,8,8,303,43.29,145.67,23,16,3,0,68*,3,0,0.0,0.0,0.0,,68,1,0,0,698,0,7.415497380996532,0.0,7.051307924177594,6.7767,Good,149,134,3594,0,24,2,13,11
2023,16,16,605,43.21,181.13,65,28,5,1,103*,6,0,0.0,0.0,0.0,,103,1,0,0,698,0,8.691036107874664,0.0,7.051307924177594,7.8889,Very Good,149,134,3594,0,24,2,13,11
2024,11,11,345,34.5,167.47,36,18,3,1,102*,4,0,0.0,0.0,0.0,,102,1,0,0,698,0,7.474865060896601,0.0,7.051307924177594,6.7406,Good,149,134,3594,0,24,2,13,11
2025,5,3,7,2.33,63.63,0,0,0,0,4,1,0,0.0,0.0,0.0,,4,0,0,0,699,0,0.13926048414691575,0.0,3.4853002516004565,0.4702,Poor,12,10,165,0,1,0,4,2
2026,7,7,158,39.5,175.55,9,12,1,0,57,3,0,0.0,0.0,0.0,,57,0,0,0,699,0,6.636538064600436,0.0,3.4853002516004565,4.2643,Average,12,10,165,0,1,0,4,2
2026,2,1,1,0.0,33.33,0,0,0,0,1*,0,2,33.5,10.57,19.0,21/2,1,1,21,2,700,0,0.0,1.2481308633224182,6.85171634801522,2.2469,Poor,2,1,1,2,0,0,0,1
2022,5,5,67,13.4,113.55,7,2,0,0,34,5,0,0.0,0.0,0.0,,34,0,0,0,701,0,3.406616326908533,0.0,5.147935296589505,3.0343,Below Average,11,10,126,0,0,0,10,3
2023,5,4,35,8.75,120.68,1,2,0,0,19,5,0,0.0,0.0,0.0,,19,0,0,0,701,0,2.181365944770248,0.0,5.147935296589505,2.4645,Poor,11,10,126,0,0,0,10,3
2024,1,1,24,24.0,133.33,3,0,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,701,0,3.047785814712003,0.0,5.147935296589505,2.8092,Below Average,11,10,126,0,0,0,10,3
2008,9,9,311,34.55,133.47,43,6,2,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,703,0,7.013273616180067,0.0,4.3567749325172755,4.9554,Average,20,20,423,0,2,0,0,4
2009,8,8,98,12.25,105.37,11,4,0,0,44,0,0,0.0,0.0,0.0,,44,0,0,0,703,0,3.686277833801659,0.0,4.3567749325172755,2.8229,Below Average,20,20,423,0,2,0,0,4
2010,2,2,5,2.5,125.0,1,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,703,0,0.20475881131298218,0.0,4.3567749325172755,0.7253,Poor,20,20,423,0,2,0,0,4
2011,1,1,9,9.0,100.0,1,0,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,703,0,0.8368040894961805,0.0,4.3567749325172755,1.3397,Poor,20,20,423,0,2,0,0,4
2016,1,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,704,0,0.0,0.0,3.675912478233844,0.3714,Poor,14,9,51,7,0,0,2,4
2017,4,2,12,6.0,63.15,0,0,0,0,10,0,1,61.0,8.71,42.0,1/14,10,0,1,14,704,0,0.5285828782140202,0.4806964264861712,3.675912478233844,0.9174,Poor,14,9,51,7,0,0,2,4
2023,2,1,2,0.0,50.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,704,0,0.0,0.0,3.675912478233844,0.3817,Poor,14,9,51,7,0,0,2,4
2024,7,5,37,18.5,176.19,3,3,0,0,15*,2,6,22.16,8.86,15.0,28/2,15,1,28,2,704,0,3.6240169869238406,3.9029273518340286,3.675912478233844,3.7374,Below Average,14,9,51,7,0,0,2,4
2011,5,2,15,0.0,125.0,2,0,0,0,13*,0,5,25.4,8.46,18.0,2/15,13,1,2,15,705,0,0.0,3.3505541376157177,4.014755076001426,1.7636,Poor,9,4,25,8,0,0,0,2
2013,4,2,10,5.0,76.92,1,0,0,0,9,0,3,30.33,9.1,20.0,2/15,9,0,2,15,705,0,0.45894686847520516,2.0507167027358237,4.014755076001426,1.7225,Poor,9,4,25,8,0,0,0,2
2020,16,3,3,0.0,60.0,0,0,0,0,3*,0,16,31.5,8.02,23.56,2/24,3,1,2,24,706,0,0.0,5.5537781571053335,5.66462613955934,3.0158,Below Average,26,4,4,21,0,0,2,2
2026,10,1,1,0.0,50.0,0,0,0,0,1*,2,5,71.2,11.18,38.2,29/3,1,1,29,3,706,0,0.0,1.3586804705489544,5.66462613955934,1.6173,Poor,26,4,4,21,0,0,2,2
2021,1,1,2,0.0,50.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,708,0,0.0,0.0,6.708162813864161,1.6754,Poor,1,1,2,0,0,0,0,1
2008,5,2,8,8.0,80.0,0,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,709,0,0.5830895067611672,0.0,2.980847295179529,0.6637,Poor,7,3,8,0,0,0,0,2
2009,2,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,709,0,0.0,0.0,2.980847295179529,0.0183,Poor,7,3,8,0,0,0,0,2
2024,1,1,24,24.0,77.41,3,0,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,710,0,2.393706975828417,0.0,6.708162813864161,2.8291,Below Average,1,1,24,0,0,0,0,1
2008,2,2,10,5.0,66.66,0,1,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,711,0,0.40569985372222106,0.0,3.353061745889673,0.6902,Poor,4,4,11,0,0,0,0,2
2009,2,2,1,1.0,25.0,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,711,0,0.003521498441860856,0.0,3.353061745889673,0.2316,Poor,4,4,11,0,0,0,0,2
2008,3,3,31,10.33,119.23,3,0,0,0,15,0,0,0.0,0.0,0.0,,15,0,0,0,712,0,2.217621092807461,0.0,6.953569201408803,2.964,Below Average,3,3,31,0,0,0,0,1
2026,2,2,12,6.0,80.0,2,0,0,0,11,1,0,0.0,0.0,0.0,,11,0,0,0,713,0,0.6415583723100932,0.0,6.85171634801522,2.0751,Poor,2,2,12,0,0,0,1,1
2013,1,1,10,10.0,58.82,0,0,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,714,0,0.6524340880430736,0.0,6.708162813864161,2.1489,Poor,1,1,10,0,0,0,0,1
2009,2,2,2,2.0,28.57,0,0,0,0,1*,0,3,20.0,7.5,16.0,2/16,1,1,2,16,715,0,0.01602618694149032,3.062306780185496,3.532032881395044,1.453,Poor,6,4,12,8,0,0,0,2
2010,4,2,10,10.0,90.9,0,0,0,0,8,0,5,20.2,6.96,17.4,2/16,8,0,2,16,715,0,0.9119095344030209,4.227225747572649,3.532032881395044,2.441,Poor,6,4,12,8,0,0,0,2
2011,4,2,23,11.5,85.18,4,0,0,0,22,0,2,55.5,7.92,42.0,3/20,22,0,3,20,716,0,1.6636331843035221,1.0453042274908433,4.739308768540655,2.282,Poor,36,30,422,31,0,0,0,5
2012,2,2,4,4.0,44.44,0,0,0,0,4*,0,0,0.0,0.0,0.0,,4,1,0,0,716,0,0.09687743476928536,0.0,4.739308768540655,0.8815,Poor,36,30,422,31,0,0,0,5
2013,16,14,233,23.3,142.94,12,14,0,0,40,0,19,25.15,8.01,18.84,3/20,40,0,3,20,716,0,6.155345121258443,6.5360673107877165,4.739308768540655,7.4218,Very Good,36,30,422,31,0,0,0,5
2015,2,2,12,6.0,80.0,0,1,0,0,9,0,1,55.0,9.16,36.0,3/20,9,0,3,20,716,0,0.6415583723100932,0.5047025770884275,4.739308768540655,1.4993,Poor,36,30,422,31,0,0,0,5
2016,12,10,150,21.42,161.29,7,11,0,0,34,0,9,36.22,9.82,22.11,3/20,34,0,3,20,716,0,5.594806579499258,3.5160672000260202,4.739308768540655,5.6164,Good,36,30,422,31,0,0,0,5
2022,14,14,397,36.09,131.02,29,16,2,0,61,10,0,0.0,0.0,0.0,,61,0,0,0,717,0,7.390670506215995,0.0,7.310936704668819,6.7308,Good,52,52,1515,0,8,1,35,4
2023,11,11,343,42.88,164.11,26,23,1,0,84*,4,0,0.0,0.0,0.0,,84,1,0,0,717,0,7.743531676704913,0.0,7.310936704668819,6.8952,Good,52,52,1515,0,8,1,35,4
2024,13,13,416,41.6,149.64,35,19,3,0,65,9,0,0.0,0.0,0.0,,65,0,0,0,717,0,7.842347992636752,0.0,7.310936704668819,7.2101,Very Good,52,52,1515,0,8,1,35,4
2026,14,14,359,29.92,145.93,30,17,2,1,101*,12,0,0.0,0.0,0.0,,101,1,0,0,717,0,7.1378227503628935,0.0,7.310936704668819,6.6295,Good,52,52,1515,0,8,1,35,4
2008,7,7,104,17.33,131.64,14,3,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,718,0,4.524214081960959,0.0,5.444341350255,3.7658,Below Average,38,37,735,4,5,0,0,5
2010,6,6,44,7.33,83.01,6,0,0,0,17,0,3,23.33,8.57,16.33,1/30,17,0,1,30,718,0,1.83651650456189,2.5546156213505244,5.444341350255,3.0146,Below Average,38,37,735,4,5,0,0,5
2011,10,10,226,28.25,125.55,33,3,2,0,59*,0,1,108.0,9.0,72.0,1/30,59,1,1,30,718,0,6.200490564885333,0.27296075196236497,5.444341350255,4.9084,Average,38,37,735,4,5,0,0,5
2012,10,9,285,35.62,109.19,33,5,3,0,76*,0,0,0.0,0.0,0.0,,76,1,0,0,718,0,6.652843825506832,0.0,5.444341350255,5.2038,Average,38,37,735,4,5,0,0,5
2013,5,5,76,15.2,81.72,12,0,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,718,0,3.3082416405498334,0.0,5.444341350255,3.0032,Below Average,38,37,735,4,5,0,0,5
2021,1,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,719,0,0.004692911457903685,0.0,5.631655638915011,1.1811,Poor,66,59,1151,0,2,0,32,6
2022,8,8,186,37.2,216.27,12,16,0,0,46,6,0,0.0,0.0,0.0,,46,0,0,0,719,0,7.072815688629616,0.0,5.631655638915011,5.5871,Good,66,59,1151,0,2,0,32,6
2023,16,15,231,25.67,158.21,12,15,0,0,45*,10,0,0.0,0.0,0.0,,45,1,0,0,719,0,6.419852263840143,0.0,5.631655638915011,5.226,Average,66,59,1151,0,2,0,32,6
2024,13,11,241,30.13,158.55,14,15,0,0,45*,6,0,0.0,0.0,0.0,,45,1,0,0,719,0,6.705830680143343,0.0,5.631655638915011,5.189,Average,66,59,1151,0,2,0,32,6
2025,12,9,187,62.33,185.14,16,14,1,0,50*,7,0,0.0,0.0,0.0,,50,1,0,0,719,0,7.586248060872478,0.0,5.631655638915011,6.0362,Good,66,59,1151,0,2,0,32,6
2026,16,15,305,33.89,188.27,22,23,1,0,70*,3,0,0.0,0.0,0.0,,70,1,0,0,719,0,7.441188685541968,0.0,5.631655638915011,5.7628,Good,66,59,1151,0,2,0,32,6
2011,2,2,10,5.0,38.46,0,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,720,0,0.2480599545072521,0.0,6.85171634801522,1.9049,Poor,2,2,10,0,0,0,0,1
2021,1,1,2,2.0,50.0,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,721,0,0.02792882141790685,0.0,4.157125090024659,0.5838,Poor,6,6,45,0,0,0,3,3
2022,2,2,24,12.0,126.31,4,0,0,0,21,1,0,0.0,0.0,0.0,,21,0,0,0,721,0,2.163808063454811,0.0,4.157125090024659,1.8127,Poor,6,6,45,0,0,0,3,3
2026,3,3,19,6.33,105.55,2,1,0,0,19,2,0,0.0,0.0,0.0,,19,0,0,0,721,0,1.1558423340756534,0.0,4.157125090024659,1.3957,Poor,6,6,45,0,0,0,3,3
2014,3,1,4,4.0,100.0,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,722,0,0.20932554836260303,0.0,4.855483998813004,0.9422,Poor,47,20,120,41,0,0,3,8
2015,7,3,13,13.0,144.44,1,0,0,0,7*,0,6,41.16,8.82,28.0,3/24,7,1,3,24,722,0,1.7428834785671101,2.7194101391202046,4.855483998813004,2.621,Below Average,47,20,120,41,0,0,3,8
2016,11,4,30,10.0,157.89,1,2,0,0,25,0,9,36.55,7.65,28.66,3/24,25,0,3,24,722,0,2.4637344446204343,4.012647943529726,4.855483998813004,3.6259,Below Average,47,20,120,41,0,0,3,8
2017,3,1,7,7.0,233.33,0,1,0,0,7,0,3,32.0,9.6,20.0,3/24,7,0,3,24,722,0,1.075194012019939,1.8992423399894403,4.855483998813004,2.3343,Poor,47,20,120,41,0,0,3,8
2018,8,4,52,26.0,113.04,5,1,0,0,36*,0,5,52.2,9.0,34.8,3/24,36,1,3,24,722,0,3.9350749262419162,2.0202825713530874,4.855483998813004,3.9333,Below Average,47,20,120,41,0,0,3,8
2019,3,1,9,0.0,100.0,0,0,0,0,9*,0,1,118.0,13.11,54.0,3/24,9,1,3,24,722,0,0.0,0.17460100273641832,4.855483998813004,0.9305,Poor,47,20,120,41,0,0,3,8
2021,3,1,3,3.0,60.0,0,0,0,0,3,0,3,31.66,7.91,24.0,3/24,3,0,3,24,722,0,0.07417425603883662,2.195155593291973,4.855483998813004,1.7558,Poor,47,20,120,41,0,0,3,8
2022,9,5,2,0.5,16.66,0,0,0,0,1*,3,14,19.64,7.85,15.0,20/3,1,1,20,3,722,0,0.0023477036545492547,6.4406890371725725,4.855483998813004,3.0599,Below Average,47,20,120,41,0,0,3,8
2009,12,12,237,23.7,124.73,18,8,0,0,41*,0,5,21.6,7.2,18.0,2/14,41,1,2,14,723,0,6.01309389059311,4.010151163171363,5.172468558974476,6.3878,Good,43,40,676,6,2,0,0,5
2010,14,14,307,34.11,119.45,23,12,2,0,78*,0,0,0.0,0.0,0.0,,78,1,0,0,723,0,6.821850001467331,0.0,5.172468558974476,5.2258,Average,43,40,676,6,2,0,0,5
2011,8,7,65,10.83,127.45,5,5,0,0,36,0,0,0.0,0.0,0.0,,36,0,0,0,723,0,3.24349572902699,0.0,5.172468558974476,2.827,Below Average,43,40,676,6,2,0,0,5
2012,2,2,15,7.5,78.94,1,1,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,723,0,0.8963649012008935,0.0,5.172468558974476,1.6493,Poor,43,40,676,6,2,0,0,5
2013,7,5,52,10.4,89.65,8,0,0,0,23,0,1,15.0,7.5,12.0,2/14,23,0,2,14,723,0,2.490900929530059,1.7727752843631488,5.172468558974476,3.0366,Below Average,43,40,676,6,2,0,0,5
2020,2,2,18,9.0,90.0,1,1,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,724,0,1.2684039153042959,0.0,6.85171634801522,2.3149,Poor,2,2,18,0,0,0,0,1
2018,5,4,23,7.66,82.14,3,0,0,0,18,0,6,19.66,11.6,10.16,3/29,18,0,3,29,725,0,1.2621602745328906,3.594364181434911,4.243584923853314,2.6098,Below Average,13,10,127,13,1,0,0,3
2020,5,4,83,83.0,133.87,5,3,1,0,54*,0,3,69.33,11.44,36.33,3/29,54,1,3,29,725,0,6.395972702907939,0.8942401008752745,4.243584923853314,4.8784,Average,13,10,127,13,1,0,0,3
2021,3,2,21,21.0,123.52,2,0,0,0,21,0,4,26.0,9.17,17.0,3/29,21,0,3,29,725,0,2.628417540412764,2.74551588873796,4.243584923853314,3.0775,Below Average,13,10,127,13,1,0,0,3
2024,4,3,48,16.0,88.88,7,1,0,0,20,1,0,0.0,0.0,0.0,,20,0,0,0,726,0,2.9017431992647955,0.0,7.03257241222424,3.4461,Below Average,4,3,48,0,0,0,1,1
2011,5,5,75,15.0,129.31,9,2,0,0,27,0,0,0.0,0.0,0.0,,27,0,0,0,727,0,3.869873594017625,0.0,7.0971227355598625,4.0146,Average,5,5,75,0,0,0,0,1
2016,3,3,54,27.0,135.0,3,2,0,0,37,0,0,0.0,0.0,0.0,,37,0,0,0,728,0,4.272418784891344,0.0,6.141010179902,3.8429,Below Average,53,52,1556,3,10,1,3,5
2017,7,7,151,30.2,139.81,9,6,1,0,75*,0,2,40.5,10.12,24.0,2/30,75,1,2,30,728,0,5.882085465004554,1.1077638033451611,6.141010179902,5.4602,Average,53,52,1556,3,10,1,3,5
2024,15,15,567,40.5,191.55,64,32,4,1,102,0,0,0.0,0.0,0.0,,102,0,0,0,728,0,8.587312522366966,0.0,6.141010179902,7.0616,Very Good,53,52,1556,3,10,1,3,5
2025,13,12,374,31.17,162.6,50,15,3,0,76,3,0,0.0,0.0,0.0,,76,0,0,0,728,0,7.404283067564469,0.0,6.141010179902,6.0332,Good,53,52,1556,3,10,1,3,5
2026,15,15,410,27.33,170.12,46,23,2,0,76,0,1,7.0,7.0,6.0,7/1,76,0,7,1,728,0,7.412197469179981,3.099975350122893,6.141010179902,7.8061,Very Good,53,52,1556,3,10,1,3,5
2017,6,1,5,0.0,62.5,0,0,0,0,5*,0,5,43.2,9.06,28.6,4/18,5,1,4,18,729,0,0.0,2.294264473584131,5.098092217957293,1.9448,Poor,117,31,93,135,0,0,11,10
2018,14,1,0,0.0,0.0,0,0,0,0,0*,0,18,25.88,8.84,17.55,4/18,0,1,4,18,729,0,0.0,6.083380721998926,5.098092217957293,2.8496,Below Average,117,31,93,135,0,0,11,10
2019,5,3,7,7.0,175.0,0,1,0,0,6,0,5,32.6,8.57,22.8,4/18,6,0,4,18,729,0,0.8733389592411744,2.859685545846631,5.098092217957293,2.5477,Below Average,117,31,93,135,0,0,11,10
2020,15,1,0,0.0,0.0,0,0,0,0,0*,0,25,18.28,7.97,13.76,4/18,0,1,4,18,729,0,0.0,8.081310230801472,5.098092217957293,3.5196,Below Average,117,31,93,135,0,0,11,10
2021,14,4,1,0.0,25.0,0,0,0,0,1*,0,13,31.23,7.9,23.69,4/18,1,1,4,18,729,0,0.0,5.116743438535417,5.098092217957293,2.6525,Below Average,117,31,93,135,0,0,11,10
2022,16,8,40,20.0,137.93,2,1,0,0,17*,2,16,30.75,7.93,23.25,18/2,17,1,18,2,729,0,3.508648681143338,5.639160279435796,5.098092217957293,5.0048,Average,117,31,93,135,0,0,11,10
2023,10,4,16,16.0,114.28,1,1,0,0,15,3,13,24.0,8.21,17.53,29/3,15,0,29,3,729,0,1.9286820605598733,5.652461012381027,5.098092217957293,3.9903,Below Average,117,31,93,135,0,0,11,10
2024,16,5,14,7.0,87.5,2,0,0,0,12,4,16,27.68,8.3,20.0,22/3,12,0,22,3,729,0,0.8733389592411744,5.783825282725407,5.098092217957293,3.2755,Below Average,117,31,93,135,0,0,11,10
2025,16,2,2,2.0,66.66,0,0,0,0,1*,1,22,23.5,8.96,15.72,26/4,1,1,26,4,729,0,0.037113199714171013,6.795322989807751,5.098092217957293,3.2453,Below Average,117,31,93,135,0,0,11,10
