season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier
2019,10,10,211,52.75,135.25,14,10,0,0,46*,0,2,72.5,8.7,50.0,4/15,46,1,4,15,400,0
2020,17,17,352,25.14,148.52,31,16,3,0,65,0,13,21.76,9.53,13.69,4/15,65,0,4,15,400,0
2021,10,7,89,22.25,123.61,11,1,0,0,27*,0,2,58.5,10.47,33.5,4/15,27,1,4,15,400,0
2022,11,10,156,19.5,147.16,7,13,0,0,38*,4,4,19.75,11.28,10.5,23/3,38,1,23,3,400,0
2023,15,15,408,31.38,150.0,28,27,3,0,89*,4,5,20.0,9.23,13.0,20/2,89,1,20,2,400,0
2024,14,14,388,32.33,147.52,39,16,2,1,124*,4,4,31.5,9.0,21.0,3/1,124,1,3,1,400,0
2025,13,11,160,26.67,186.04,8,15,0,0,44*,1,1,175.0,12.35,85.0,14/1,44,1,14,1,400,0
2026,13,9,216,36.0,180.0,23,11,1,0,62*,1,2,49.0,12.51,23.5,26/1,62,1,26,1,400,0
2008,10,10,225,32.14,127.11,24,6,1,0,50*,0,0,0.0,0.0,0.0,,50,1,0,0,401,0
2009,12,9,150,30.0,129.31,8,6,0,0,48*,0,0,0.0,0.0,0.0,,48,1,0,0,401,0
2010,5,2,13,13.0,130.0,0,1,0,0,11*,0,0,0.0,0.0,0.0,,11,1,0,0,401,0
2011,4,3,6,6.0,100.0,0,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,401,0
2018,1,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,402,0
2023,4,2,11,11.0,220.0,1,1,0,0,10*,2,11,11.81,8.12,8.72,14/5,10,1,14,5,402,0
2012,8,8,124,17.71,100.81,7,5,0,0,46,0,8,27.0,7.53,21.5,3/39,46,0,3,39,403,0
2013,2,2,8,4.0,44.44,1,0,0,0,5,0,1,34.0,8.5,24.0,3/39,5,0,3,39,403,0
2017,5,4,29,7.25,93.54,1,2,0,0,27,0,0,0.0,0.0,0.0,,27,0,0,0,403,0
2016,3,3,57,19.0,103.63,3,3,0,0,48,0,0,0.0,0.0,0.0,,48,0,0,0,404,0
2017,7,7,132,22.0,150.0,17,5,1,0,50*,0,0,0.0,0.0,0.0,,50,1,0,0,404,0
2019,3,3,81,27.0,152.83,4,7,0,0,36,0,0,0.0,0.0,0.0,,36,0,0,0,404,0
2009,1,1,2,0.0,100.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,405,0
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,2,26.0,7.6,20.5,24/2,0,0,24,2,406,1
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,19,19.52,8.0,14.63,15/3,0,0,15,3,406,1
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,13,13.0,7.68,10.15,28/4,0,0,28,4,406,1
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,13,32.61,10.13,19.3,36/3,0,0,36,3,406,1
2017,0,0,0,0.0,0.0,0,0,0,0,0,0,1,71.0,14.2,30.0,1/31,0,0,1,31,407,1
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,1,110.0,9.16,72.0,28/1,0,0,28,1,407,1
2026,3,2,7,3.5,70.0,1,0,0,0,5,1,2,65.0,13.0,30.0,54/2,5,0,54,2,407,0
2025,1,1,14,14.0,116.66,1,1,0,0,14,0,0,0.0,0.0,0.0,,14,0,0,0,408,0
2008,4,4,189,63.0,144.27,24,6,2,0,81,0,0,0.0,0.0,0.0,,81,0,0,0,409,0
2009,12,12,572,52.0,144.81,60,22,5,0,89,0,0,0.0,0.0,0.0,,89,0,0,0,409,0
2010,16,16,346,21.62,124.01,37,16,1,0,93,0,0,0.0,0.0,0.0,,93,0,0,0,409,0
2023,6,6,117,19.5,127.17,15,4,0,0,36,5,0,0.0,0.0,0.0,,36,0,0,0,410,0
2026,3,3,60,20.0,117.64,6,1,0,0,34,2,0,0.0,0.0,0.0,,34,0,0,0,410,0
2011,3,3,22,7.33,66.66,0,0,0,0,11,0,0,0.0,0.0,0.0,,11,0,0,0,411,0
2022,10,10,157,15.7,113.76,23,2,0,0,35,7,0,0.0,0.0,0.0,,35,0,0,0,411,0
2024,2,1,4,4.0,66.66,0,0,0,0,4,1,0,0.0,0.0,0.0,,4,0,0,0,411,0
2011,8,7,141,20.14,117.5,16,4,0,0,41,0,0,0.0,0.0,0.0,,41,0,0,0,412,0
2012,16,12,225,20.45,142.4,19,15,1,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,412,0
2013,5,5,67,13.4,108.06,6,3,0,0,29,0,0,0.0,0.0,0.0,,29,0,0,0,412,0
2014,8,8,115,14.37,126.37,12,3,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,412,0
2015,10,10,213,23.66,120.33,23,7,2,0,68,0,0,0.0,0.0,0.0,,68,0,0,0,412,0
2016,3,3,27,9.0,108.0,3,1,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,412,0
2017,3,3,26,8.66,96.29,3,0,0,0,20,0,0,0.0,0.0,0.0,,20,0,0,0,412,0
2018,11,11,120,12.0,127.65,9,5,0,0,30,0,0,0.0,0.0,0.0,,30,0,0,0,412,0
2019,13,13,332,25.53,141.88,26,14,2,0,58,0,0,0.0,0.0,0.0,,58,0,0,0,412,0
2020,11,11,424,38.54,156.45,44,15,2,1,106,0,0,0.0,0.0,0.0,,106,0,0,0,412,0
2021,12,12,441,40.09,140.44,42,18,4,0,99*,0,0,0.0,0.0,0.0,,99,1,0,0,412,0
2022,13,12,196,16.33,122.5,23,6,1,0,52,10,0,0.0,0.0,0.0,,52,0,0,0,412,0
2023,10,10,270,27.0,128.57,29,6,1,0,83,6,0,0.0,0.0,0.0,,83,0,0,0,412,0
2024,4,4,64,16.0,112.28,8,1,0,0,32,2,0,0.0,0.0,0.0,,32,0,0,0,412,0
2025,4,4,95,31.67,148.43,10,2,0,0,41*,0,0,0.0,0.0,0.0,,41,1,0,0,412,0
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,1,83.0,7.54,66.0,37/1,0,0,37,1,413,1
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,1,120.0,10.14,71.0,23/1,0,0,23,1,413,1
2018,14,6,21,10.5,87.5,2,0,0,0,7*,0,15,24.53,8.36,17.6,4/23,7,1,4,23,414,0
2019,3,2,6,6.0,120.0,1,0,0,0,6,0,1,59.0,9.83,36.0,4/23,6,0,4,23,414,0
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,1,57.0,8.14,42.0,26/1,0,0,26,1,414,1
2023,10,3,21,0.0,161.53,2,1,0,0,18*,0,12,25.0,7.89,19.0,15/4,18,1,15,4,414,0
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,8,32.37,11.77,16.5,26/2,0,0,26,2,414,1
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,7,12.14,6.98,10.42,14/3,0,0,14,3,415,1
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,2,50.0,12.5,24.0,40/2,0,0,40,2,415,1
2026,4,1,5,5.0,100.0,1,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,415,0
2023,5,4,58,29.0,123.4,6,1,0,0,26,1,6,15.83,8.63,11.0,13/2,26,0,13,2,416,0
2012,6,6,98,16.33,105.37,12,0,0,0,41,0,2,33.5,6.09,33.0,1/12,41,0,1,12,417,0
2008,4,3,168,84.0,168.0,12,11,0,1,116*,0,0,0.0,0.0,0.0,,116,1,0,0,418,0
2010,3,3,37,18.5,84.09,2,0,0,0,15,0,0,0.0,0.0,0.0,,15,0,0,0,418,0
2011,14,14,492,41.0,118.84,53,6,4,0,83*,0,0,0.0,0.0,0.0,,83,1,0,0,418,0
2012,8,8,261,32.62,110.59,28,8,2,0,56,0,0,0.0,0.0,0.0,,56,0,0,0,418,0
2013,17,17,733,52.35,129.5,81,17,6,0,95,0,0,0.0,0.0,0.0,,95,0,0,0,418,0
2014,9,9,209,23.22,114.83,17,7,2,0,56,0,0,0.0,0.0,0.0,,56,0,0,0,418,0
2015,4,4,77,19.25,110.0,5,3,1,0,56,0,0,0.0,0.0,0.0,,56,0,0,0,418,0
2011,4,4,73,18.25,94.8,9,0,0,0,29,0,0,0.0,0.0,0.0,,29,0,0,0,419,0
2010,11,11,278,25.27,144.79,45,6,1,0,83,0,0,0.0,0.0,0.0,,83,0,0,0,420,0
2008,8,8,117,16.71,144.44,10,6,0,0,47*,0,0,0.0,0.0,0.0,,47,1,0,0,421,0
2013,17,6,39,9.75,108.33,2,2,0,0,11,0,24,19.12,7.17,16.0,3/26,11,0,3,26,422,0
2014,14,8,56,18.66,112.0,4,3,0,0,16*,0,17,26.11,8.29,18.88,3/26,16,1,3,26,422,0
2015,9,8,31,7.75,86.11,1,1,0,0,13*,0,9,37.33,9.37,23.88,3/26,13,1,3,26,422,0
2016,3,3,5,2.5,35.71,0,0,0,0,4,0,2,53.0,9.63,33.0,3/26,4,0,3,26,422,0
2017,5,3,20,0.0,117.64,1,1,0,0,13*,0,7,20.14,7.05,17.14,3/26,13,1,3,26,422,0
2018,6,2,16,0.0,145.45,2,0,0,0,12*,0,2,108.0,10.28,63.0,3/26,12,1,3,26,422,0
2010,3,2,28,14.0,93.33,1,1,0,0,15,0,2,44.0,8.8,30.0,4/25,15,0,4,25,423,0
2011,5,3,50,25.0,102.04,2,3,0,0,37,0,7,14.14,6.98,12.14,4/25,37,0,4,25,423,0
2013,9,8,140,20.0,132.07,6,10,0,0,38,0,7,26.0,9.41,16.57,4/25,38,0,4,25,423,0
2016,3,1,7,7.0,63.63,0,0,0,0,7,0,4,11.25,5.0,13.5,4/25,7,0,4,25,423,0
2020,1,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,423,0
2022,8,8,251,31.38,132.8,19,14,2,0,89,0,4,25.5,8.5,18.0,25/2,89,0,25,2,423,0
2023,9,9,128,14.22,131.95,11,7,1,0,63,3,12,14.16,8.42,10.08,27/4,63,0,27,4,423,0
2024,4,4,61,15.25,160.52,9,3,0,0,23,0,1,103.0,12.87,48.0,37/1,23,0,37,1,423,0
2025,13,13,627,48.23,163.7,56,37,6,1,117,1,0,0.0,0.0,0.0,,117,0,0,0,423,0
2026,13,13,563,43.31,163.18,51,36,3,1,111,4,0,0.0,0.0,0.0,,111,0,0,0,423,0
2015,12,3,13,13.0,216.66,0,2,0,0,12*,0,18,21.44,8.21,15.66,4/21,12,1,4,21,424,0
2016,14,5,34,11.33,147.82,2,3,0,0,20,0,17,25.64,8.17,18.82,4/21,20,0,4,21,424,0
2017,14,7,16,4.0,106.66,0,1,0,0,12,0,19,26.68,9.38,17.05,4/21,12,0,4,21,424,0
2018,11,5,11,5.5,110.0,1,1,0,0,11*,0,14,23.71,8.3,17.14,4/21,11,1,4,21,424,0
2019,5,4,11,3.66,68.75,2,0,0,0,10,0,3,47.33,7.88,36.0,4/21,10,0,4,21,424,0
2019,4,2,32,32.0,139.13,0,3,0,0,22,0,4,23.5,6.71,21.0,2/13,22,0,2,13,425,0
2020,0,0,0,0.0,0.0,0,0,0,0,0,0,2,26.5,7.57,21.0,2/13,0,0,2,13,425,1
2022,6,4,22,11.0,81.48,3,0,0,0,11,1,4,32.5,6.84,28.5,15/1,11,0,15,1,425,0
2023,3,2,2,0.0,50.0,0,0,0,0,1*,1,3,27.0,6.75,24.0,28/2,1,1,28,2,425,0
2024,3,3,14,4.67,82.35,1,0,0,0,11,1,2,32.0,7.11,27.0,10/1,11,0,10,1,425,0
2025,13,8,40,20.0,121.21,2,3,0,0,18*,7,10,31.3,7.92,23.7,11/3,18,1,11,3,425,0
2026,4,2,26,0.0,136.84,3,0,0,0,18*,1,5,25.0,8.92,16.8,16/2,18,1,16,2,425,0
2014,14,9,85,14.16,101.19,9,0,0,0,29,0,14,28.71,7.49,23.0,4/15,29,0,4,15,426,0
2015,13,3,11,11.0,78.57,1,0,0,0,9*,0,20,14.55,6.76,12.9,4/15,9,1,4,15,426,0
2024,14,5,9,4.5,81.81,1,0,0,0,6*,5,17,26.11,10.61,14.76,33/4,6,1,33,4,426,0
2025,11,6,6,3.0,60.0,0,0,0,0,2*,7,14,26.14,10.16,15.42,35/5,2,1,35,5,426,0
2026,0,0,0,0.0,0.0,0,0,0,0,0,0,11,20.36,10.18,12.0,40/4,0,0,40,4,426,1
2010,9,8,157,39.25,105.36,14,0,0,0,32*,0,0,0.0,0.0,0.0,,32,1,0,0,427,0
2011,10,10,114,11.4,92.68,8,4,0,0,35,0,0,0.0,0.0,0.0,,35,0,0,0,427,0
2012,10,7,120,30.0,125.0,10,4,0,0,42*,0,0,0.0,0.0,0.0,,42,1,0,0,427,0
2013,3,2,13,0.0,76.47,1,0,0,0,11*,0,0,0.0,0.0,0.0,,11,1,0,0,427,0
2014,12,5,35,17.5,152.17,3,1,0,0,13*,0,0,0.0,0.0,0.0,,13,1,0,0,427,0
2018,5,4,77,19.25,167.39,4,6,1,0,65,0,3,32.33,7.36,26.33,3/7,65,0,3,7,428,0
2019,11,10,220,27.5,165.41,16,17,2,0,66,0,6,28.16,6.76,25.0,3/7,66,0,3,7,428,0
2020,3,3,12,4.0,75.0,1,0,0,0,11,0,1,42.0,8.4,30.0,3/7,11,0,3,7,428,0
2021,15,15,357,25.5,137.3,31,19,1,0,58,0,6,26.83,6.35,25.33,3/7,58,0,3,7,428,0
2022,10,10,244,24.4,137.85,24,11,1,0,93,5,8,19.75,6.62,17.87,13/3,93,0,13,3,428,0
2023,15,10,124,17.71,136.26,12,6,0,0,23,3,9,21.66,7.5,17.33,26/4,23,0,26,4,428,0
2024,8,5,128,25.6,130.61,7,8,1,0,56,2,2,35.5,8.87,24.0,23/2,56,0,23,2,428,0
2025,6,2,5,2.5,35.71,0,0,0,0,5,2,6,22.66,8.5,16.0,23/2,5,0,23,2,428,0
2009,1,1,2,2.0,20.0,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,429,0
2008,8,2,3,1.5,50.0,0,0,0,0,3,0,8,37.0,9.25,24.0,2/19,3,0,2,19,430,0
2008,8,3,20,10.0,90.9,2,1,0,0,13,0,1,24.0,4.8,30.0,1/8,13,0,1,8,431,0
2008,16,14,176,16.0,102.92,14,6,0,0,34*,0,0,0.0,0.0,0.0,,34,1,0,0,432,0
2010,4,3,28,9.33,93.33,2,0,0,0,14,0,0,0.0,0.0,0.0,,14,0,0,0,432,0
2011,8,4,41,13.66,124.24,5,0,0,0,15,0,0,0.0,0.0,0.0,,15,0,0,0,432,0
2012,1,1,14,14.0,87.5,1,0,0,0,14,0,0,0.0,0.0,0.0,,14,0,0,0,432,0
2017,3,1,2,2.0,66.66,0,0,0,0,2,0,2,29.0,5.27,33.0,4/11,2,0,4,11,433,0
2018,2,2,18,9.0,150.0,3,0,0,0,14,0,1,47.0,9.4,30.0,4/11,14,0,4,11,433,0
2019,8,7,115,19.16,151.31,8,7,0,0,31,0,8,24.25,6.65,21.87,4/11,31,0,4,11,433,0
2020,1,1,11,0.0,137.5,2,0,0,0,11*,0,0,0.0,0.0,0.0,,11,1,0,0,433,0
2021,3,3,34,11.33,170.0,3,2,0,0,17,0,2,43.0,10.75,24.0,4/11,17,0,4,11,433,0
2024,7,5,35,8.75,112.9,2,2,0,0,23,7,2,54.5,8.83,37.0,16/1,23,0,16,1,433,0
2013,3,1,5,5.0,50.0,0,0,0,0,5,0,1,78.0,8.66,54.0,3/15,5,0,3,15,434,0
2014,12,4,3,1.5,42.85,0,0,0,0,1*,0,7,52.71,8.38,37.71,3/15,1,1,3,15,434,0
2016,8,2,2,0.0,50.0,0,0,0,0,2*,0,5,48.8,9.69,30.2,3/15,2,1,3,15,434,0
2017,8,6,36,9.0,150.0,4,2,0,0,21,0,5,48.6,9.34,31.2,3/15,21,0,3,15,434,0
2018,4,1,7,7.0,116.66,1,0,0,0,7,0,3,48.0,10.4,27.66,3/15,7,0,3,15,434,0
2019,14,2,1,1.0,50.0,0,0,0,0,1*,0,19,24.68,8.68,17.05,3/15,1,1,3,15,434,0
2020,14,3,2,2.0,66.66,0,0,0,0,2*,0,20,23.0,8.57,16.1,3/15,2,1,3,15,434,0
2021,14,4,13,13.0,76.47,0,0,0,0,9*,0,19,20.78,7.5,16.63,3/15,9,1,3,15,434,0
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,20,24.4,8.0,18.3,25/3,0,0,25,3,434,1
2023,17,2,5,2.5,83.33,1,0,0,0,5,4,28,18.64,8.03,13.92,11/4,5,0,11,4,434,0
2025,9,4,10,10.0,100.0,1,0,0,0,6*,2,6,56.16,11.23,30.0,28/2,6,1,28,2,434,0
2026,13,7,31,6.2,140.9,2,3,0,0,12*,3,12,38.25,9.0,25.5,9/2,12,1,9,2,434,0
2017,0,0,0,0.0,0.0,0,0,0,0,0,0,10,21.2,9.21,13.8,4/32,0,0,4,32,435,1
2018,11,4,25,12.5,113.63,2,1,0,0,14,0,11,33.36,8.95,22.36,4/32,14,0,4,32,435,0
2019,9,4,4,4.0,28.57,0,0,0,0,3*,0,7,38.42,9.55,24.14,4/32,3,1,4,32,435,0
2020,9,3,17,17.0,121.42,2,0,0,0,10*,0,11,21.45,8.68,14.81,4/32,10,1,4,32,435,0
2021,15,4,20,20.0,76.92,1,1,0,0,12*,0,11,32.09,6.78,28.36,4/32,12,1,4,32,435,0
2022,15,5,30,15.0,90.9,5,0,0,0,14*,5,9,57.11,10.07,34.0,30/2,14,1,30,2,435,0
2023,14,2,1,1.0,50.0,0,0,0,0,1*,4,19,19.78,7.52,15.78,21/4,1,1,21,4,435,0
2024,14,3,12,6.0,150.0,0,2,0,0,12,3,15,33.06,9.18,21.6,43/3,12,0,43,3,435,0
2025,15,1,3,0.0,75.0,0,0,0,0,3*,5,16,32.93,9.24,21.37,17/4,3,1,17,4,435,0
2026,17,2,5,2.5,31.25,1,0,0,0,5,4,19,29.57,9.06,19.57,26/3,5,0,26,3,435,0
2025,9,5,23,11.5,121.05,0,3,0,0,20,4,6,36.16,10.33,21.0,7/1,20,0,7,1,436,0
2026,8,2,23,23.0,209.09,1,2,0,0,15,2,6,28.66,9.92,17.33,22/3,15,0,22,3,436,0
2023,1,1,1,0.0,50.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,437,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,20,16.3,6.43,15.2,4/14,0,0,4,14,438,1
2014,16,1,1,0.0,33.33,0,0,0,0,1*,0,23,19.65,8.39,14.04,4/14,1,1,4,14,438,0
2015,16,6,28,9.33,155.55,1,2,0,0,21*,0,14,34.35,8.43,24.42,4/14,21,1,4,14,438,0
2016,14,6,32,8.0,123.07,3,1,0,0,15,0,13,31.3,8.39,22.38,4/14,15,0,4,14,438,0
2017,14,7,51,8.5,102.0,3,1,0,0,13,0,13,31.53,8.97,21.07,4/14,13,0,4,14,438,0
2018,9,4,10,10.0,76.92,1,0,0,0,4*,0,7,46.0,10.85,25.42,4/14,4,1,4,14,438,0
2019,1,1,0,0.0,0.0,0,0,0,0,0*,0,1,27.0,9.0,18.0,4/14,0,1,4,14,438,0
2020,0,0,0,0.0,0.0,0,0,0,0,0,0,1,45.0,11.25,24.0,4/14,0,0,4,14,438,1
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,27,13.37,8.17,9.81,10/5,0,0,10,5,438,1
2024,12,3,4,2.0,26.66,0,0,0,0,4,3,13,32.69,10.89,18.0,25/3,4,0,25,3,438,0
2025,8,2,1,1.0,33.33,0,0,0,0,1*,1,2,128.5,10.28,75.0,10/1,1,1,10,1,438,0
2010,11,11,166,15.09,115.27,18,6,0,0,41,0,0,0.0,0.0,0.0,,41,0,0,0,439,0
2011,6,5,67,16.75,111.66,5,2,0,0,37*,0,0,0.0,0.0,0.0,,37,1,0,0,439,0
2012,1,1,4,4.0,100.0,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,439,0
2022,9,3,23,23.0,143.75,2,1,0,0,13*,1,14,14.07,5.96,14.14,16/4,13,1,16,4,440,0
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,3,35.66,10.7,20.0,24/1,0,0,24,1,440,1
2024,9,1,2,2.0,200.0,0,0,0,0,2,1,10,38.5,10.13,22.8,29/2,2,0,29,2,440,0
2026,0,0,0,0.0,0.0,0,0,0,0,0,0,11,20.72,8.14,15.27,23/5,0,0,23,5,440,1
2009,4,3,38,19.0,95.0,2,1,0,0,30*,0,2,53.5,8.79,36.5,3/12,30,1,3,12,441,0
2010,1,1,11,11.0,220.0,2,0,0,0,11,0,1,35.0,8.75,24.0,3/12,11,0,3,12,441,0
2013,10,9,165,41.25,132.0,20,3,0,0,44,0,7,26.42,8.74,18.14,3/12,44,0,3,12,441,0
2014,4,2,9,4.5,64.28,1,0,0,0,9,0,4,24.0,9.6,15.0,3/12,9,0,3,12,441,0
2015,9,9,287,41.0,136.01,19,13,2,0,74*,0,11,14.36,6.32,13.63,3/12,74,1,3,12,441,0
2016,17,15,182,15.16,115.18,15,6,0,0,31*,0,12,34.58,7.98,26.0,3/12,31,1,3,12,441,0
2017,12,11,277,46.16,136.45,28,4,3,0,55*,0,1,248.0,10.33,144.0,3/12,55,1,3,12,441,0
2021,5,4,31,15.5,96.87,0,1,0,0,14,0,4,11.25,4.5,15.0,3/12,14,0,3,12,441,0
2009,2,1,8,8.0,100.0,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,442,0
2010,2,2,9,9.0,56.25,1,0,0,0,7*,0,0,0.0,0.0,0.0,,7,1,0,0,442,0
2011,11,5,40,20.0,160.0,3,2,0,0,16*,0,13,25.0,7.55,19.84,4/20,16,1,4,20,442,0
2012,16,4,3,1.5,60.0,0,0,0,0,2*,0,25,18.12,7.19,15.12,4/20,2,1,4,20,442,0
2013,10,6,57,11.4,196.55,6,3,0,0,23*,0,7,47.85,8.37,34.28,4/20,23,1,4,20,442,0
2014,12,2,4,0.0,133.33,0,0,0,0,4*,0,12,30.58,7.64,24.0,4/20,4,1,4,20,442,0
2015,7,1,4,0.0,133.33,0,0,0,0,4*,0,10,20.6,7.35,16.8,4/20,4,1,4,20,442,0
2016,10,2,1,0.0,100.0,0,0,0,0,1*,0,10,29.7,8.36,21.3,4/20,1,1,4,20,442,0
2018,11,2,10,10.0,142.85,2,0,0,0,10*,0,14,20.64,6.99,17.71,3/27,10,1,3,27,443,0
2019,5,3,0,0.0,0.0,0,0,0,0,0*,0,3,63.66,10.05,38.0,3/27,0,1,3,27,443,0
2020,2,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,443,0
2021,1,1,1,0.0,100.0,0,0,0,0,1*,0,2,14.5,7.25,12.0,3/27,1,1,3,27,443,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,1,28.0,14.0,12.0,28/1,0,0,28,1,444,1
2022,13,2,6,6.0,100.0,1,0,0,0,4,3,16,26.5,9.31,17.06,46/4,4,0,46,4,445,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,1,71.0,11.83,36.0,21/1,0,0,21,1,445,1
2026,8,1,2,0.0,100.0,0,0,0,0,2*,2,8,31.12,8.89,21.0,21/2,2,1,21,2,445,0
2023,10,3,7,0.0,77.77,0,0,0,0,6*,1,7,46.57,10.51,26.57,30/2,6,1,30,2,446,0
2024,10,2,3,3.0,33.33,0,0,0,0,3,3,17,21.64,10.36,12.52,14/3,3,0,14,3,446,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,12,34.0,10.32,19.75,33/4,0,0,33,4,446,1
2026,0,0,0,0.0,0.0,0,0,0,0,0,0,6,58.83,11.26,31.33,26/2,0,0,26,2,446,1
2026,10,10,170,28.33,141.66,11,12,1,0,54*,3,0,0.0,0.0,0.0,,54,1,0,0,447,0
2008,15,2,0,0.0,0.0,0,0,0,0,0*,0,14,30.0,7.63,23.57,5/21,0,1,5,21,448,0
2009,11,5,33,11.0,126.92,5,0,0,0,23*,0,16,15.06,6.91,13.06,5/21,23,1,5,21,448,0
2010,4,2,4,4.0,80.0,0,0,0,0,4*,0,3,39.33,9.07,26.0,5/21,4,1,5,21,448,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,22,16.27,6.58,14.81,5/21,0,0,5,21,448,1
2012,0,0,0,0.0,0.0,0,0,0,0,0,0,15,24.46,7.86,18.66,5/21,0,0,5,21,448,1
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,3,45.66,9.13,30.0,5/21,0,0,5,21,448,1
2017,2,1,0,0.0,0.0,0,0,0,0,0*,0,1,57.0,8.14,42.0,5/21,0,1,5,21,448,0
2008,6,3,30,10.0,111.11,3,0,0,0,17,0,3,42.33,8.65,29.33,3/17,17,0,3,17,449,0
2009,10,2,21,0.0,105.0,0,0,0,0,11*,0,4,50.25,5.91,51.0,3/17,11,1,3,17,449,0
2010,10,2,22,11.0,100.0,2,0,0,0,21,0,9,28.11,6.48,26.0,3/17,21,0,3,17,449,0
2011,6,3,12,12.0,80.0,1,0,0,0,11,0,1,166.0,7.96,125.0,3/17,11,0,3,17,449,0
2012,11,4,26,0.0,123.8,1,1,0,0,14*,0,4,66.5,7.38,54.0,3/17,14,1,3,17,449,0
2013,11,2,2,2.0,66.66,0,0,0,0,2*,0,9,31.55,7.28,26.0,3/17,2,1,3,17,449,0
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,1,91.0,11.37,48.0,3/17,0,0,3,17,449,1
2009,4,4,60,15.0,89.55,4,2,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,450,0
2010,15,15,458,35.23,156.84,36,26,2,1,127,0,0,0.0,0.0,0.0,,127,0,0,0,450,0
2011,16,16,434,27.12,128.02,34,20,3,0,95,0,0,0.0,0.0,0.0,,95,0,0,0,450,0
2012,14,14,336,25.84,125.84,39,10,0,1,113,0,0,0.0,0.0,0.0,,113,0,0,0,450,0
2013,15,15,312,22.28,109.09,27,8,2,0,55,0,0,0.0,0.0,0.0,,55,0,0,0,450,0
2014,11,11,207,18.81,107.81,20,5,1,0,52,0,0,0.0,0.0,0.0,,52,0,0,0,450,0
2015,11,11,251,22.81,110.08,27,8,0,0,39,0,0,0.0,0.0,0.0,,39,0,0,0,450,0
2016,14,14,453,34.84,124.45,50,10,5,0,89,0,0,0.0,0.0,0.0,,89,0,0,0,450,0
2018,1,1,12,12.0,120.0,0,1,0,0,12,0,0,0.0,0.0,0.0,,12,0,0,0,450,0
2019,2,2,64,32.0,104.91,6,1,0,0,38,0,0,0.0,0.0,0.0,,38,0,0,0,450,0
2020,3,3,32,10.66,74.41,4,0,0,0,21,0,0,0.0,0.0,0.0,,21,0,0,0,450,0
2016,10,1,0,0.0,0.0,0,0,0,0,0*,0,7,34.42,8.45,24.42,3/21,0,1,3,21,451,0
2018,2,1,1,1.0,50.0,0,0,0,0,1,0,3,17.66,7.57,14.0,3/21,1,0,3,21,451,0
2019,10,3,3,3.0,60.0,0,0,0,0,1*,0,5,51.0,7.5,40.8,3/21,1,1,3,21,451,0
2020,9,1,4,4.0,100.0,0,0,0,0,4,0,10,23.5,7.46,18.9,3/21,4,0,3,21,451,0
2021,3,2,15,7.5,62.5,1,0,0,0,9,0,1,97.0,8.81,66.0,3/21,9,0,3,21,451,0
2022,8,5,12,4.0,85.71,1,1,0,0,6,0,9,25.33,7.86,19.33,14/2,6,0,14,2,451,0
2008,4,3,24,12.0,109.09,2,1,0,0,9,0,2,25.5,10.2,15.0,2/29,9,0,2,29,452,0
